District/ Barangay,City/ Major Area,zip_code,PORT CODE,ODZ FLAG
COMADOGCADOG,DEL GALLEGO,,WNP,ODZ
DOMAGONDONG,DEL GALLEGO,,WNP,ODZ
KINALANGAN,DEL GALLEGO,,WNP,ODZ
MABINI,DEL GALLEGO,,WNP,ODZ
MAGAIS 1,DEL GALLEGO,,WNP,ODZ
MAGAIS 11,DEL GALLEGO,,WNP,ODZ
MANSALAYA,DEL GALLEGO,,WNP,ODZ
NAGKALIT,DEL GALLEGO,,WNP,ODZ
PALASPAS,DEL GALLEGO,,WNP,ODZ
PAMPLONA,DEL GALLEGO,,WNP,ODZ
PASAY,DEL GALLEGO,,WNP,ODZ
PINAGDAPIAN,DEL GALLEGO,,WNP,ODZ
PINUGUSAN,DEL GALLEGO,,WNP,ODZ
POBLACION ZONE 111,DEL GALLEGO,,WNP,ODZ
SABANG,DEL GALLEGO,,WNP,ODZ
SALVACION,DEL GALLEGO,,WNP,ODZ
SAN JUAN,DEL GALLEGO,,WNP,ODZ
SAN PABLO,DEL GALLEGO,,WNP,ODZ
SANTA RITA 1,DEL GALLEGO,,WNP,ODZ
SANTA RITA 11,DEL GALLEGO,,WNP,ODZ
SINAGAWSAWAN,DEL GALLEGO,,WNP,ODZ
SINUKNIPAN 1,DEL GALLEGO,,WNP,ODZ
SINUKNIPAN 11,DEL GALLEGO,,WNP,ODZ
SUGSUGIN,DEL GALLEGO,,WNP,ODZ
TABLON,DEL GALLEGO,,WNP,ODZ
TOMAGOKTOK,DEL GALLEGO,,WNP,ODZ
ZONE 1 FATIMA,DEL GALLEGO,,WNP,ODZ
ZONE 11 SAN ANTONIO,DEL GALLEGO,,WNP,ODZ
CAGBUNGA,GAINZA,,WNP,DEL
DAHILIG,GAINZA,,WNP,DEL
DISTRICT 1,GAINZA,,WNP,DEL
DISTRICT 11,GAINZA,,WNP,DEL
LOOB,GAINZA,,WNP,ODZ
MALBONG,GAINZA,,WNP,ODZ
NAMUAT,GAINZA,,WNP,DEL
SAMPALOC,GAINZA,,WNP,ODZ
ASON (ANSON),GARCHITORENA,,WNP,ODZ
BAHI,GARCHITORENA,,WNP,ODZ
BARANGAY 1,GARCHITORENA,,WNP,ODZ
BARANGAY 11,GARCHITORENA,,WNP,ODZ
BARANGAY 111,GARCHITORENA,,WNP,ODZ
BARANGAY 1V,GARCHITORENA,,WNP,ODZ
BINAGASBASAN,GARCHITORENA,,WNP,ODZ
BURABOD,GARCHITORENA,,WNP,ODZ
CAGAMUTAN,GARCHITORENA,,WNP,ODZ
CAGNIPA,GARCHITORENA,,WNP,ODZ
CANLONG,GARCHITORENA,,WNP,ODZ
DANGLA,GARCHITORENA,,WNP,ODZ
DEL PILAR,GARCHITORENA,,WNP,ODZ
DENRICA,GARCHITORENA,,WNP,ODZ
HARRISON,GARCHITORENA,,WNP,ODZ
MANSANGAT,GARCHITORENA,,WNP,ODZ
PAMBUHAN,GARCHITORENA,,WNP,ODZ
SAGRADA,GARCHITORENA,,WNP,ODZ
SALVACION,GARCHITORENA,,WNP,ODZ
SAN VICENTE,GARCHITORENA,,WNP,ODZ
SUMAOY,GARCHITORENA,,WNP,ODZ
TAMIAWON,GARCHITORENA,,WNP,ODZ
TOYTOY,GARCHITORENA,,WNP,ODZ
ABUCAYAN,GOA,,WNP,ODZ
BAGUMBAYAN GRANDE,GOA,,WNP,DEL
BAGUMBAYAN PEQUENO,GOA,,WNP,DEL
BALAYNAN,GOA,,WNP,ODZ
BELEN,GOA,,WNP,DEL
BORJA,GOA,,WNP,DEL
BURGOS,GOA,,WNP,DEL
BUYO POBLACION,GOA,,WNP,DEL
CAGAYCAY,GOA,,WNP,ODZ
CATAGBACAN,GOA,,WNP,DEL
DIGDIGON,GOA,,WNP,ODZ
FUENTEBELLA,GOA,,WNP,DEL
GIMAGA,GOA,,WNP,DEL
HALAUIG GOGON,GOA,,WNP,DEL
HIWA OLOY,GOA,,WNP,ODZ
I-PAN,GOA,,WNP,DEL
ISAAC,GOA,,WNP,DEL
LA PURISIMA,GOA,,WNP,DEL
LAMON,GOA,,WNP,ODZ
MABINI,GOA,,WNP,DEL
MATACLA,GOA,,WNP,DEL
MAYMATAN,GOA,,WNP,ODZ
MAYSALAY,GOA,,WNP,ODZ
NAPAWON,GOA,,WNP,ODZ
PANDAY,GOA,,WNP,DEL
PAYATAN,GOA,,WNP,ODZ
PINAGLABANAN,GOA,,WNP,ODZ
POBLACION,GOA,,WNP,DEL
RIZAL,GOA,,WNP,DEL
RODRIGUEZ,GOA,,WNP,DEL
SALOG,GOA,,WNP,ODZ
SAN BENITO,GOA,,WNP,DEL
SAN ISIDRO,GOA,,WNP,DEL
SAN ISIDRO WEST,GOA,,WNP,ODZ
SAN JOSE,GOA,,WNP,DEL
SAN JUAN BAUTISTA,GOA,,WNP,DEL
SAN JUAN EVANGELISTA,GOA,,WNP,DEL
SAN PEDRO (ARORO),GOA,,WNP,ODZ
SCOUT FUENTEBELLA,GOA,,WNP,ODZ
TABGON,GOA,,WNP,ODZ
TAGONTONG,GOA,,WNP,DEL
TAMBAN (MABINI),GOA,,WNP,ODZ
TAMBUCO,GOA,,WNP,DEL
TAYTAY (HAIGON EAST),GOA,,WNP,ODZ
ANTIPOLO,IRIGA CITY,,WNP,ODZ
CITY PROPER,IRIGA CITY,,WNP,DEL
CRISTO REY,IRIGA CITY,,WNP,ODZ
DEL ROSARIO (BANAO),IRIGA CITY,,WNP,ODZ
FRANCIA,IRIGA CITY,,WNP,DEL
LA ANUNCIACION,IRIGA CITY,,WNP,DEL
LA MEDALLA,IRIGA CITY,,WNP,ODZ
LA PURISIMA,IRIGA CITY,,WNP,DEL
LA TRINIDAD,IRIGA CITY,,WNP,DEL
NINO JESUS,IRIGA CITY,,WNP,ODZ
PERPETUAL HELP,IRIGA CITY,,WNP,DEL
SAGRADA,IRIGA CITY,,WNP,ODZ
SALVACION,IRIGA CITY,,WNP,DEL
SAN AGUSTIN,IRIGA CITY,,WNP,DEL
SAN ANDRES,IRIGA CITY,,WNP,ODZ
SAN ANTONIO,IRIGA CITY,,WNP,ODZ
SAN FRANCISCO,IRIGA CITY,,WNP,DEL
SAN ISIDRO,IRIGA CITY,,WNP,DEL
SAN JOSE,IRIGA CITY,,WNP,DEL
SAN JUAN,IRIGA CITY,,WNP,DEL
SAN MIGUEL,IRIGA CITY,,WNP,DEL
SAN NICOLAS,IRIGA CITY,,WNP,DEL
SAN PEDRO,IRIGA CITY,,WNP,ODZ
SAN RAFAEL,IRIGA CITY,,WNP,ODZ
SAN RAMON,IRIGA CITY,,WNP,ODZ
SAN ROQUE,IRIGA CITY,,WNP,DEL
SAN VICENTE NORTE,IRIGA CITY,,WNP,ODZ
SAN VICENTE SUR,IRIGA CITY,,WNP,DEL
SANTA CRUZ NORTE,IRIGA CITY,,WNP,DEL
SANTA CRUZ SUR,IRIGA CITY,,WNP,DEL
SANTA ELENA,IRIGA CITY,,WNP,DEL
SANTA ISABEL,IRIGA CITY,,WNP,ODZ
SANTA MARIA,IRIGA CITY,,WNP,ODZ
SANTA TERESITA,IRIGA CITY,,WNP,DEL
SANTIAGO,IRIGA CITY,,WNP,DEL
SANTO DOMINGO,IRIGA CITY,,WNP,DEL
SANTO NINO,IRIGA CITY,,WNP,ODZ
AGOSAIS,LAGONOY,,WNP,ODZ
AGPO-CAMAGONG-TABOG,LAGONOY,,WNP,ODZ
AMOGUIS,LAGONOY,,WNP,ODZ
BALATON,LAGONOY,,WNP,ODZ
BINANUAHAN,LAGONOY,,WNP,ODZ
BOCOGAN,LAGONOY,,WNP,ODZ
BURABOD,LAGONOY,,WNP,ODZ
CABOTONAN,LAGONOY,,WNP,ODZ
CAMAGONG,LAGONOY,,WNP,DEL
DAHAT,LAGONOY,,WNP,ODZ
DEL CARMEN,LAGONOY,,WNP,ODZ
GIMAGTOCON,LAGONOY,,WNP,ODZ
GINORANGAN,LAGONOY,,WNP,ODZ
GUBAT,LAGONOY,,WNP,ODZ
GUIBAHOY,LAGONOY,,WNP,ODZ
HIMANAG,LAGONOY,,WNP,ODZ
KINAHOLOGAN,LAGONOY,,WNP,ODZ
LOHO,LAGONOY,,WNP,ODZ
MANAMOC,LAGONOY,,WNP,ODZ
MANGOGON,LAGONOY,,WNP,ODZ
MAPID,LAGONOY,,WNP,ODZ
OLAS,LAGONOY,,WNP,ODZ
OMALO,LAGONOY,,WNP,ODZ
PANAGAN,LAGONOY,,WNP,ODZ
PANICUAN,LAGONOY,,WNP,ODZ
PINAMIHAGAN,LAGONOY,,WNP,ODZ
POBLACION,LAGONOY,,WNP,DEL
SAN FRANCISCO,LAGONOY,,WNP,DEL
SAN ISIDRO,LAGONOY,,WNP,ODZ
SAN ISIDRO NORTE,LAGONOY,,WNP,DEL
SAN ISIDRO SUR,LAGONOY,,WNP,DEL
SAN RAFAEL,LAGONOY,,WNP,DEL
SAN RAFAEL AGPO,LAGONOY,,WNP,DEL
SAN RAMON,LAGONOY,,WNP,ODZ
SAN ROQUE,LAGONOY,,WNP,ODZ
SAN SEBASTIAN,LAGONOY,,WNP,ODZ
SAN VICENTE,LAGONOY,,WNP,DEL
SANTA CRUZ,LAGONOY,,WNP,ODZ
SANTA MARIA,LAGONOY,,WNP,DEL
SARIPONGPONG,LAGONOY,,WNP,DEL
SIPACO,LAGONOY,,WNP,ODZ
ASLONG,LIBMANAN,,WNP,ODZ
AWAYAN,LIBMANAN,,WNP,ODZ
BAGACAY,LIBMANAN,,WNP,DEL
BAGADION,LIBMANAN,,WNP,ODZ
BAGAMELON,LIBMANAN,,WNP,ODZ
BAGUMBAYAN,LIBMANAN,,WNP,DEL
BAHAO,LIBMANAN,,WNP,DEL
BAHAY,LIBMANAN,,WNP,DEL
BEGUITO NUEVO,LIBMANAN,,WNP,DEL
BEGUITO VIEJO,LIBMANAN,,WNP,DEL
BIGAJO NORTE,LIBMANAN,,WNP,DEL
BIGAJO SUR,LIBMANAN,,WNP,DEL
BIKAL,LIBMANAN,,WNP,DEL
BUSAK,LIBMANAN,,WNP,DEL
CAIMA,LIBMANAN,,WNP,ODZ
CALABNIGAN,LIBMANAN,,WNP,ODZ
CAMAMBUGAN,LIBMANAN,,WNP,ODZ
CAMBALIDIO,LIBMANAN,,WNP,ODZ
CANDAMI,LIBMANAN,,WNP,ODZ
CANDATO,LIBMANAN,,WNP,ODZ
CAWAYAN,LIBMANAN,,WNP,ODZ
CONCEPCION,LIBMANAN,,WNP,DEL
CUYAPI,LIBMANAN,,WNP,ODZ
DANAWAN,LIBMANAN,,WNP,ODZ
DUANG NIOG,LIBMANAN,,WNP,DEL
HANDONG,LIBMANAN,,WNP,DEL
IBID,LIBMANAN,,WNP,DEL
INALAHAN,LIBMANAN,,WNP,ODZ
LABAO,LIBMANAN,,WNP,DEL
LIBOD 1,LIBMANAN,,WNP,DEL
LIBOD 10,LIBMANAN,,WNP,DEL
LIBOD 11,LIBMANAN,,WNP,DEL
LIBOD 2,LIBMANAN,,WNP,DEL
LIBOD 3,LIBMANAN,,WNP,DEL
LIBOD 4,LIBMANAN,,WNP,DEL
LIBOD 5,LIBMANAN,,WNP,DEL
LIBOD 6,LIBMANAN,,WNP,DEL
LIBOD 7,LIBMANAN,,WNP,DEL
LIBOD 8,LIBMANAN,,WNP,DEL
LIBOD 9,LIBMANAN,,WNP,DEL
LOBA-LOBA,LIBMANAN,,WNP,DEL
MABINI,LIBMANAN,,WNP,DEL
MALANSAD NUEVO,LIBMANAN,,WNP,ODZ
MALANSAD VIEJO,LIBMANAN,,WNP,ODZ
MALBOGON,LIBMANAN,,WNP,ODZ
MALINAO,LIBMANAN,,WNP,ODZ
MAMBALITE,LIBMANAN,,WNP,ODZ
MAMBAYAWAS,LIBMANAN,,WNP,ODZ
MAMBULO NUEVO,LIBMANAN,,WNP,DEL
MAMBULO VIEJO,LIBMANAN,,WNP,ODZ
MANCAWAYAN,LIBMANAN,,WNP,ODZ
MANDACANAN,LIBMANAN,,WNP,ODZ
MANTALISAY,LIBMANAN,,WNP,ODZ
PADIOS,LIBMANAN,,WNP,ODZ
PAG-ORING NUEVO,LIBMANAN,,WNP,ODZ
PAG-ORING VIEJO,LIBMANAN,,WNP,ODZ
PALANGON,LIBMANAN,,WNP,ODZ
PALONG,LIBMANAN,,WNP,DEL
PATAG,LIBMANAN,,WNP,ODZ
PLANZA,LIBMANAN,,WNP,ODZ
POBLACION,LIBMANAN,,WNP,DEL
POTOT,LIBMANAN,,WNP,DEL
PURO BATIA,LIBMANAN,,WNP,DEL
RIVERSIDE POBLACION,LIBMANAN,,WNP,DEL
RONGOS,LIBMANAN,,WNP,ODZ
SALVACION,LIBMANAN,,WNP,ODZ
SAN ISIDRO,LIBMANAN,,WNP,DEL
SAN JUAN,LIBMANAN,,WNP,DEL
SAN PABLO,LIBMANAN,,WNP,ODZ
SAN VICENTE,LIBMANAN,,WNP,ODZ
SIBUJO,LIBMANAN,,WNP,DEL
SIGAMOT,LIBMANAN,,WNP,DEL
STATION-CHURCH SITE,LIBMANAN,,WNP,DEL
TABAN-FUNDADO,LIBMANAN,,WNP,DEL
TAMPUHAN,LIBMANAN,,WNP,ODZ
TANAG,LIBMANAN,,WNP,ODZ
TARUM,LIBMANAN,,WNP,ODZ
TINALMUD NUEVO,LIBMANAN,,WNP,ODZ
TINALMUD VIEJO,LIBMANAN,,WNP,ODZ
TINANGKIHAN,LIBMANAN,,WNP,DEL
UDOC,LIBMANAN,,WNP,ODZ
UMALO,LIBMANAN,,WNP,ODZ
USON,LIBMANAN,,WNP,ODZ
VILLADIMA (SANTA CRUZ),LIBMANAN,,WNP,ODZ
VILLASOCORRO,LIBMANAN,,WNP,ODZ
ALLEOMAR,LUPI,,WNP,ODZ
BAGANGAN SR.,LUPI,,WNP,ODZ
BAGONG SIKAT,LUPI,,WNP,ODZ
BANGON,LUPI,,WNP,ODZ
BARRERA JR.,LUPI,,WNP,ODZ
BARRERA SR.,LUPI,,WNP,ODZ
BEL-CRUZ,LUPI,,WNP,DEL
BELWANG,LUPI,,WNP,ODZ
BUENASUERTE,LUPI,,WNP,ODZ
BULAWAN JR.,LUPI,,WNP,DEL
BULAWAN SR.,LUPI,,WNP,ODZ
CABUTAGAN,LUPI,,WNP,ODZ
CASAY,LUPI,,WNP,ODZ
COLACLING (DEL ROSARIO),LUPI,,WNP,DEL
CRISTO REY,LUPI,,WNP,ODZ
DEL CARMEN,LUPI,,WNP,ODZ
HAGUIMIT,LUPI,,WNP,ODZ
HALUBAN (PIGBASAGAN),LUPI,,WNP,ODZ
KAIBIGAN,LUPI,,WNP,ODZ
LA PURISIMA,LUPI,,WNP,ODZ
LOURDES,LUPI,,WNP,ODZ
MANGCAWAYAN,LUPI,,WNP,ODZ
NAPOLIDAN,LUPI,,WNP,ODZ
POBLACION,LUPI,,WNP,DEL
POLANTUNA,LUPI,,WNP,ODZ
SAGRADA,LUPI,,WNP,ODZ
SALVACION,LUPI,,WNP,ODZ
SAN ISIDRO,LUPI,,WNP,ODZ
SAN JOSE,LUPI,,WNP,ODZ
SAN PEDRO,LUPI,,WNP,ODZ
SAN RAFAEL NORTE,LUPI,,WNP,ODZ
SAN RAFAEL SUR,LUPI,,WNP,ODZ
SAN RAMON,LUPI,,WNP,ODZ
SAN VICENTE,LUPI,,WNP,ODZ
SOOC,LUPI,,WNP,ODZ
TAHAWAN,LUPI,,WNP,ODZ
TAPI (LUPI NUEVO),LUPI,,WNP,ODZ
TIBLE,LUPI,,WNP,ODZ
BAROBAYBAY,MAGARAO,,WNP,ODZ
BELL,MAGARAO,,WNP,DEL
CARANGCANG,MAGARAO,,WNP,ODZ
CARIGSA,MAGARAO,,WNP,ODZ
CASURAY,MAGARAO,,WNP,ODZ
MONSERRAT,MAGARAO,,WNP,DEL
PONONG,MAGARAO,,WNP,ODZ
SAN FRANCISCO,MAGARAO,,WNP,DEL
SAN ISIDRO,MAGARAO,,WNP,DEL
SAN JUAN,MAGARAO,,WNP,DEL
SAN MIGUEL,MAGARAO,,WNP,DEL
SAN PANTALEON,MAGARAO,,WNP,DEL
SANTA LUCIA,MAGARAO,,WNP,DEL
SANTA ROSA,MAGARAO,,WNP,DEL
SANTO TOMAS,MAGARAO,,WNP,DEL
ALIMBUYOG,MILAOR,,WNP,DEL
AMPARADO,MILAOR,,WNP,DEL
BALAGBAG,MILAOR,,WNP,DEL
BORONGBORONGAN,MILAOR,,WNP,DEL
CABUGAO,MILAOR,,WNP,ODZ
CAPUCHASAN,MILAOR,,WNP,ODZ
DALIPAY,MILAOR,,WNP,ODZ
DEL ROSARIO,MILAOR,,WNP,DEL
FLORDELIZ,MILAOR,,WNP,DEL
LIPOT,MILAOR,,WNP,DEL
MAYAOPAWAN,MILAOR,,WNP,ODZ
MAYCATMON,MILAOR,,WNP,ODZ
MAYDASO,MILAOR,,WNP,ODZ
SAN ANTONIO,MILAOR,,WNP,ODZ
SAN JOSE,MILAOR,,WNP,DEL
SAN MIGUEL,MILAOR,,WNP,DEL
SAN ROQUE,MILAOR,,WNP,DEL
SAN VICENTE,MILAOR,,WNP,DEL
SANTO DOMINGO,MILAOR,,WNP,DEL
TARUSANAN,MILAOR,,WNP,ODZ
ANTIPOLO,MINALABAC,,WNP,DEL
BAGOLATAO,MINALABAC,,WNP,ODZ
BAGONGBONG,MINALABAC,,WNP,ODZ
BALIUAG NUEVO,MINALABAC,,WNP,ODZ
BALIUAG VIEJO,MINALABAC,,WNP,ODZ
CATANUSAN,MINALABAC,,WNP,ODZ
DEL CARMEN-DEL ROSARIO,MINALABAC,,WNP,DEL
DEL SOCORRO,MINALABAC,,WNP,ODZ
HAMORAON,MINALABAC,,WNP,ODZ
HOBO,MINALABAC,,WNP,ODZ
IRAYANG SOLONG,MINALABAC,,WNP,DEL
MAGADAP,MINALABAC,,WNP,ODZ
MALITBOG,MINALABAC,,WNP,ODZ
MANAPAO,MINALABAC,,WNP,ODZ
MATAOROC,MINALABAC,,WNP,ODZ
SAGRADA (SAGRADA FAMILIA),MINALABAC,,WNP,ODZ
SALINGOGON,MINALABAC,,WNP,ODZ
SAN ANTONIO,MINALABAC,,WNP,ODZ
SAN FELIPE-SANTIAGO,MINALABAC,,WNP,DEL
SAN FRANCISCO,MINALABAC,,WNP,DEL
SAN JOSE,MINALABAC,,WNP,DEL
SAN JUAN-SAN LORENZO,MINALABAC,,WNP,DEL
TABAN,MINALABAC,,WNP,ODZ
TARIRIC,MINALABAC,,WNP,ODZ
TIMBANG,MINALABAC,,WNP,ODZ
ANGUSTIA (ANGUSTIA INAPATAN),NABUA,,WNP,ODZ
ANTIPOLO OLD,NABUA,,WNP,DEL
ANTIPOLO YOUNG,NABUA,,WNP,DEL
ARO ALDAO,NABUA,,WNP,ODZ
BUSTRAC,NABUA,,WNP,DEL
DALAN-DALAN,NABUA,,WNP,DEL
DOLOROSA (DOLOROSA INAPATAN),NABUA,,WNP,ODZ
DURAN (JESUS DURAN),NABUA,,WNP,ODZ
INAPATAN (DEL ROSARIO INAPATAN),NABUA,,WNP,ODZ
LA OPINION,NABUA,,WNP,DEL
LA PURISIMA,NABUA,,WNP,ODZ
LOURDES OLD,NABUA,,WNP,DEL
LOURDES YOUNG KAGAS,NABUA,,WNP,DEL
MALAWAG,NABUA,,WNP,ODZ
PALOYON,NABUA,,WNP,DEL
PALOYON ORIENTAL,NABUA,,WNP,DEL
POBLACION,NABUA,,WNP,DEL
SALVACION QUE GATOS,NABUA,,WNP,ODZ
SAN ANTONIO,NABUA,,WNP,DEL
SAN ESTEBAN,NABUA,,WNP,DEL
SAN FRANCISCO,NABUA,,WNP,DEL
SAN ISIDRO,NABUA,,WNP,DEL
SAN ISIDRO INAPATAN,NABUA,,WNP,ODZ
SAN JOSE,NABUA,,WNP,ODZ
SAN JUAN,NABUA,,WNP,DEL
SAN LUIS,NABUA,,WNP,DEL
SAN MIGUEL,NABUA,,WNP,DEL
SAN NICOLAS,NABUA,,WNP,DEL
SAN RAMON,NABUA,,WNP,DEL
SAN ROQUE,NABUA,,WNP,DEL
SAN ROQUE MADAWON,NABUA,,WNP,DEL
SAN ROQUE SAGUMAY,NABUA,,WNP,ODZ
SAN VICENTE GORONG-GORONG,NABUA,,WNP,ODZ
SAN VICENTE OGBON,NABUA,,WNP,ODZ
SANTA BARBARA (MALIBAN),NABUA,,WNP,ODZ
SANTA CRUZ,NABUA,,WNP,DEL
SANTA ELENA BARAS,NABUA,,WNP,DEL
SANTA LUCIA,NABUA,,WNP,DEL
SANTA LUCIA BARAS,NABUA,,WNP,ODZ
SANTIAGO OLD,NABUA,,WNP,DEL
SANTIAGO YOUNG,NABUA,,WNP,DEL
SANTO DOMINGO,NABUA,,WNP,DEL
TANDAAY,NABUA,,WNP,ODZ
TOPAS PROPER,NABUA,,WNP,ODZ
TOPAS SOGOD,NABUA,,WNP,ODZ
ABELLA,NAGA CITY,,WNP,DEL
BAGUMBAYAN NORTE,NAGA CITY,,WNP,DEL
BAGUMBAYAN SUR,NAGA CITY,,WNP,DEL
BALATAS,NAGA CITY,,WNP,DEL
CALAUAG,NAGA CITY,,WNP,DEL
CARARAYAN,NAGA CITY,,WNP,DEL
CAROLINA,NAGA CITY,,WNP,DEL
CITY PROPER,NAGA CITY,,WNP,DEL
CONCEPCION GRANDE,NAGA CITY,,WNP,DEL
CONCEPCION PEQUENA,NAGA CITY,,WNP,DEL
DAYANGDANG,NAGA CITY,,WNP,DEL
DEL ROSARIO,NAGA CITY,,WNP,DEL
DINAGA,NAGA CITY,,WNP,DEL
IGUALDAD INTERIOR,NAGA CITY,,WNP,DEL
LERMA,NAGA CITY,,WNP,DEL
LIBOTON,NAGA CITY,,WNP,DEL
MABOLO,NAGA CITY,,WNP,DEL
PACOL,NAGA CITY,,WNP,DEL
PANICUASON,NAGA CITY,,WNP,DEL
PENAFRANCIA,NAGA CITY,,WNP,DEL
SABANG,NAGA CITY,,WNP,DEL
SAN FELIPE,NAGA CITY,,WNP,DEL
SAN FRANCISCO,NAGA CITY,,WNP,DEL
SAN ISIDRO,NAGA CITY,,WNP,DEL
SANTA CRUZ,NAGA CITY,,WNP,DEL
TABUCO,NAGA CITY,,WNP,DEL
TINAGO,NAGA CITY,,WNP,DEL
TRIANGULO,NAGA CITY,,WNP,DEL
AYUGAN,OCAMPO,,WNP,DEL
CABARIWAN,OCAMPO,,WNP,ODZ
CAGMANABA,OCAMPO,,WNP,DEL
DEL ROSARIO,OCAMPO,,WNP,ODZ
GATBO,OCAMPO,,WNP,ODZ
GUITNABAN,OCAMPO,,WNP,ODZ
HANAWAN,OCAMPO,,WNP,DEL
HIBAGO,OCAMPO,,WNP,DEL
LA PURISIMA NUEVO,OCAMPO,,WNP,DEL
MAY-OGOB,OCAMPO,,WNP,ODZ
NEW MORIONES,OCAMPO,,WNP,DEL
OLD MORIONES,OCAMPO,,WNP,DEL
PINIT,OCAMPO,,WNP,DEL
POBLACION,OCAMPO,,WNP,DEL
POBLACION CENTRAL,OCAMPO,,WNP,DEL
POBLACION EAST,OCAMPO,,WNP,DEL
POBLACION WEST,OCAMPO,,WNP,DEL
SALVACION ZONE 1,OCAMPO,,WNP,DEL
SALVACION ZONE 2,OCAMPO,,WNP,DEL
SAN ANTONIO,OCAMPO,,WNP,DEL
SAN FRANCISCO,OCAMPO,,WNP,DEL
SAN ISIDRO,OCAMPO,,WNP,DEL
SAN JOSE ORAS,OCAMPO,,WNP,ODZ
SAN ROQUE,OCAMPO,,WNP,DEL
SAN ROQUE COMMERCIAL,OCAMPO,,WNP,ODZ
SAN VICENTE,OCAMPO,,WNP,ODZ
SANTA CRUZ,OCAMPO,,WNP,ODZ
SANTO NINO,OCAMPO,,WNP,ODZ
VILLAFLORIDA,OCAMPO,,WNP,ODZ
BAGUMBAYAN,PAMPLONA,,WNP,DEL
BATANG,PAMPLONA,,WNP,DEL
BURABOD,PAMPLONA,,WNP,ODZ
CAGBIBI,PAMPLONA,,WNP,ODZ
CAGBUNGA,PAMPLONA,,WNP,ODZ
CALAWAT,PAMPLONA,,WNP,ODZ
DEL ROSARIO,PAMPLONA,,WNP,DEL
PATONG,PAMPLONA,,WNP,ODZ
POBLACION,PAMPLONA,,WNP,DEL
SALVACION,PAMPLONA,,WNP,ODZ
SAN GABRIEL,PAMPLONA,,WNP,DEL
SAN ISIDRO,PAMPLONA,,WNP,DEL
SAN RAFAEL,PAMPLONA,,WNP,ODZ
SAN RAMON,PAMPLONA,,WNP,DEL
SAN VICENTE,PAMPLONA,,WNP,DEL
TAMBO,PAMPLONA,,WNP,DEL
TAMPADONG,PAMPLONA,,WNP,ODZ
VENERACION,PAMPLONA,,WNP,DEL
ANTIPOLO,PASACAO,,WNP,ODZ
BAGONG SILANG,PASACAO,,WNP,ODZ
BAHAY,PASACAO,,WNP,ODZ
BALOGO,PASACAO,,WNP,ODZ
CARANAN,PASACAO,,WNP,DEL
CUCO,PASACAO,,WNP,ODZ
DALUPAON,PASACAO,,WNP,ODZ
HUBO,PASACAO,,WNP,ODZ
ITULAN,PASACAO,,WNP,ODZ
MACAD,PASACAO,,WNP,ODZ
ODICON,PASACAO,,WNP,DEL
PIER SITE,PASACAO,,WNP,DEL
QUITANG,PASACAO,,WNP,DEL
SALVACION,PASACAO,,WNP,ODZ
SAN ANTONIO,PASACAO,,WNP,ODZ
SAN CIRILO,PASACAO,,WNP,DEL
SANTA ROSA DEL NORTE,PASACAO,,WNP,DEL
SANTA ROSA DEL SUR,PASACAO,,WNP,DEL
TILNAC,PASACAO,,WNP,ODZ
TINALMUD,PASACAO,,WNP,ODZ
ANAYAN,PILI,,WNP,DEL
BAGONG SILANG,PILI,,WNP,ODZ
BINANWAANAN,PILI,,WNP,DEL
BINOBONG,PILI,,WNP,ODZ
CADLAN,PILI,,WNP,DEL
CAROYROYAN ZONE 1  TO 7 ONLY,PILI,,WNP,DEL
CAROYROYAN ZONE 11,PILI,,WNP,DEL
CAROYROYAN ZONE 111,PILI,,WNP,DEL
CURRY,PILI,,WNP,ODZ
DEL ROSARIO,PILI,,WNP,ODZ
HIMAAO,PILI,,WNP,DEL
LA PURISIMA,PILI,,WNP,DEL
PALESTINA,PILI,,WNP,DEL
PAWILI,PILI,,WNP,DEL
SAGRADA,PILI,,WNP,DEL
SAGURONG,PILI,,WNP,DEL
SAN AGUSTIN (HI vWAY ONLY),PILI,,WNP,DEL
SAN ANTONIO,PILI,,WNP,DEL
SAN ISIDRO,PILI,,WNP,DEL
SAN JOSE,PILI,,WNP,DEL
SAN JUAN,PILI,,WNP,DEL
SAN ROQUE NEW,PILI,,WNP,DEL
SAN ROQUE OLD,PILI,,WNP,DEL
SAN VICENTE,PILI,,WNP,DEL
SANTIAGO,PILI,,WNP,DEL
SANTO NINO,PILI,,WNP,ODZ
TAGBONG,PILI,,WNP,DEL
TINANGIS,PILI,,WNP,ODZ
AYUGAO,PRESENTACION (PARUBCAN),,WNP,ODZ
BAGONG SILANG,PRESENTACION (PARUBCAN),,WNP,ODZ
BALIGULAN,PRESENTACION (PARUBCAN),,WNP,ODZ
BANTUGAN,PRESENTACION (PARUBCAN),,WNP,ODZ
BICALEN,PRESENTACION (PARUBCAN),,WNP,ODZ
BITAOGAN,PRESENTACION (PARUBCAN),,WNP,ODZ
BUENAVISTA,PRESENTACION (PARUBCAN),,WNP,ODZ
BULALACAO,PRESENTACION (PARUBCAN),,WNP,ODZ
CAGNIPA,PRESENTACION (PARUBCAN),,WNP,ODZ
LAGHA,PRESENTACION (PARUBCAN),,WNP,ODZ
LIDONG,PRESENTACION (PARUBCAN),,WNP,ODZ
LIWACSA,PRESENTACION (PARUBCAN),,WNP,ODZ
MAANGAS,PRESENTACION (PARUBCAN),,WNP,ODZ
